ID	Area	Title	Description
1336	area-System.Linq	Collections should have extensions to compute order statistic	`System.Linq` has extensions implemented for computing the minimum and maximum.   Example:  ``` C# var a = new int[] {100, 300, 200, 400}; WriteLine(a.Max()); // prints 400 WriteLine(a.Min()); // prints 100 ```  While these are useful values when dealing with collections, they are merely special cases of nth order statistics. More often than not, people are also interested in a specific cases. For example, when querying the collection in the sample code above, the question may be posed, what is the 3rd smallest item in the array?  The naive implementation would be to sort the array and print the 3rd item in it. However, there are selection algorithms that can do this more efficiently, without the need to actually invoke a sort method on the array. A method should be implemented in line with the `Min` and `Max` extension methods to accomplish this. The API should be a simple as:  ``` C# WriteLine(a.NthSmallestElement(3)) // should print 300 WriteLine(a.NthSmallestElement(1)) // should print 100 WriteLine(a.NthSmallestElement(a.Length)) // should print 400 ```  The method name may differ based on further discussion. I chose the name based on C++ references that I had seen earlier. 
1343	area-Serialization	Add serialization support for XmlDocument and XmlElement in XmlSerializer	Add back the code that was removed when moving serialization to .NET Core. Issue #1256. 
1346	area-System.Runtime	Support for ICustomMarshaler	Split from #1333   Recorded uses in (3rd party) libraries: - [LibGit2Sharp](https://github.com/libgit2/libgit2sharp/search?utf8=%E2%9C%93&q=ICustomMarshaler&type=Code) - Mono.Posix see #94  
1347	area-Serialization	Support for binary serialization	Split from #1333   Turns out binary serialization is not really needed in my case as it's used only on exceptions, but it would still be nice to know whether it's coming back or whether it is depreciated. 
1349	area-System.Reflection	Dev/metadata	Merge changes from master. 
1351	area-Serialization	Add serialization support for XmlDocument and XmlElement in XmlSerializer	Add back the code that was removed when moving serialization to .NET Core. Issue #1256. 
1355	area-System.IO	Failure in System.IO.FileSystem.DriveInfo	```  Discovering: System.IO.FileSystem.DriveInfo.Tests  Discovered:  System.IO.FileSystem.DriveInfo.Tests  Starting:    System.IO.FileSystem.DriveInfo.Tests     System.IO.FileSystem.DriveInfoTests.DriveInfoWindowsTests.TestVolumeLabel [FAIL]        Assert.Throws() Failure        Expected: typeof(System.UnauthorizedAccessException)        Actual:   typeof(System.IO.IOException): The request is not supported        Stack Trace:           e:\oss\corefx\src\System.IO.FileSystem.DriveInfo\src\System\IO\DriveInfo.Windows.cs(235,0): at System.IO.DriveInfo.set_VolumeLabel(String value)           e:\oss\corefx\src\System.IO.FileSystem.DriveInfo\tests\DriveInfo.Windows.Tests.cs(180,0): at System.IO.FileSystem.DriveInfoTests.DriveInfoWindowsTests.<>c__DisplayClass20.<TestVolumeLabel>b__18()  Finished:    System.IO.FileSystem.DriveInfo.Tests ```  I think this is consistent failure on my box (at least repeated few times)  This happens for my DVD drive when there is no drive inside. @Priya91 seemed to also have checked it on her computer but she was unable to repro. When I use DriveInfo class on my DVD drive it is able to get the DriveType but trying to access VolumeLabel or DriveFormat (also for read) causes the same failure. 
1360	area-System.Collections	System.Collections.Specialized.Tests.GetItemObjTests.Test01 [FAIL]	```      System.Collections.Specialized.Tests.GetItemObjTests.Test01 [FAIL]         Error, returned wrong item for uppercase key         Stack Trace:            d:\j\workspace\dotnet_corefx_windows_release_prtest\src\System.Collections.Specialized\tests\HybridDictionary\GetItemObjTests.cs(328,0): at System.Collections.Specialized.Tests.GetItemObjTests.Test01() ```  I coudln't repro locally, probably some threading issue 
1370	area-System.Diagnostics	Provide an API for traversing/reasoning about async call stacks	Any tool that shows exceptions today also shows the callstack. With the introduction of the async keyword (yield was the same I guess), it's becoming increasingly harder to show reasonable call stacks because of the async state machine. It would be nice if there was an API somewhere that could be used to clean up the async state machine and pretty print a call stack with readable method names (tools like reflector do this).   Here's an example of a typical error page in an MVC 6 application:  ![image](https://cloud.githubusercontent.com/assets/95136/7085404/4e19da18-df2b-11e4-8fa7-28a0799854f0.png) 
1373	area-System.Linq	enumerable.AsParallel().LongCount() can only count int.MaxValue elements	"... as well as `enumerable.AsParallel().LongCount(x => true)` (I thought this override had a successful run, but it isn't now)  The overflow is encountered at [PartitionedDataSource.cs, line 967](https://github.com/dotnet/corefx/blob/master/src/System.Linq.Parallel/src/System/Linq/Parallel/Partitioning/PartitionedDataSource.cs#L697).  The problem is that these partitioned data sources all presume to only operate over `int.MaxValue` elements, and the rest of the file (and related infrastructure) depend on that.  Some sort of re-architecting (rather than simply switching the key from `int` to `long`) is probably required.  Repro test:  ``` [Fact] // Extremely long-running public static void LongCount_LargeCount() {     Assert.Equal(int.MaxValue + 1L, new OverlyLargeEnumerable().AsParallel().LongCount()); }  private class OverlyLargeEnumerable : IEnumerable<long> {     public IEnumerator<long> GetEnumerator()     {         return new OverlyLargeEnumerator();     }      IEnumerator IEnumerable.GetEnumerator()     {         return GetEnumerator();     }      private class OverlyLargeEnumerator : IEnumerator<long>     {         private long _current = -1;          public long Current         {             get             {                 return _current;             }         }          object IEnumerator.Current         {             get             {                 return Current;             }         }          public void Dispose()         {             _current = int.MaxValue;         }          public bool MoveNext()         {             // Adds one _after_ compare, so final value is int.MaxValue + 1             return _current++ < int.MaxValue;         }          public void Reset()         {             _current = -1;         }     } } ```  Vanilla LINQ is fine. This behavior is present on the current consumer release.  (""You had one job!  ONE!  JOB!"") (side note - I'm a little surprised by how much slower this runs in parallel compared to doing it sequentially - by about 6 times, or ~120 seconds vs 20 seconds) "
1378	area-System.Collections	Add IEnumerable<KeyValuePair<TKey, TValue>> variants to Dictionary's .ctors	We should consider adding constructors to `Dictionary<TKey, TValue>` which allow building a Dictionary from an IEnumerable of KeyValueParis. ## Rationale and Usage  Given an `IEnumerable<KeyValuePair<TKey, TValue>>` there's no simple way to construct a dictionary, around it.  Instead you have to do something like:  ``` csharp var dict = new Dictionary<TKey, TValue>(); foreach (KeyValuePair<TKey, TValue> kvp in enum) {     dict.Add(kvp.Key, kvp.Value); } ```  or  ``` csharp var dict = enumerable.ToDictionary(kvp => kvp.Key, kvp => kvp.Value); ```  `ConcurrentDictionary<TKey, TValue>` already provides such .ctors.  This is especially useful in the case where you want to make a copy of an `IReadOnlyDictionary<TKey, TValue>` ## Proposed API  ``` csharp   public class Dictionary<TKey, TValue> : ICollection, ICollection<KeyValuePair<TKey, TValue>>, IDictionary, IDictionary<TKey, TValue>, IEnumerable, IEnumerable<KeyValuePair<TKey, TValue>>, IReadOnlyCollection<KeyValuePair<TKey, TValue>>, IReadOnlyDictionary<TKey, TValue> {      // New .ctors     public Dictionary(IEnumerable<KeyValuePair<TKey, TValue>> enumerable);     public Dictionary(IEnumerable<KeyValuePair<TKey, TValue>> enumerable, IEqualityComparer<TKey> comparer);       // Existing .ctors     public Dictionary();     public Dictionary(IDictionary<TKey, TValue> dictionary);     public Dictionary(IDictionary<TKey, TValue> dictionary, IEqualityComparer<TKey> comparer);     public Dictionary(IEqualityComparer<TKey> comparer);     public Dictionary(int capacity);     public Dictionary(int capacity, IEqualityComparer<TKey> comparer);       // Remaining members removed for brevity.   } ```  See some additional discussion on this issue is at dotnet/coreclr#680 
